㧻破	敲破
看著𪜶有身的新婦佇咧摒掃,阿婆就會喝講:“大身大命喔!我來就好.”	看到他懷孕的媳婦在打掃,阿婆就會說:“一身二命喔!我來就好.”
莫想遐濟啦!咱“盡人事,順天意”,到底會按怎就交予天公伯仔安排矣.	別想那麼多啦!我們“盡人事,聽天命”,結果如何就交由老天爺安排了.
這馬佇新北市土城區的大墓公聽講佮早前的林爽文事件、漳泉拚攏有關係.	現在在新北市土城區的大墓公聽說與之前的林爽文事件、漳泉械鬥都有關係.
遮風景區的飯店開甲是“三跤步一坎店”,逐間店攏著想空想縫來搶人客.	這裡風景區的飯店開得是“店家林立,競爭激烈”,每間飯店都得想盡辦法在搶客源.
𪜶共往過佇學校學著的智識用來做歹代誌,正港是“讀冊,讀佇尻脊骿”.	他們將以前在學校學到的知識用來做壞事,真的是“書都讀到背部去了”.
上下班時間,oo-tóo-bái佮自動車蓋濟,欲行過車路著特別細膩.	上下班時間,機車和汽車非常多,要走過馬路得特別小心.
伊駛車去共人挵著,煞做伊閬港,好佳哉尾仔有佮人和解,法官才予伊寄罪.	他開車撞到人,結果還逃跑,幸好最後跟人和解了,法官才判他緩刑.
伊做人真凍霜,“一个錢拍二十四个結”,攏干焦欲共人偏,毋捌講欲請人.	他為人小氣,“荷包看得緊緊的”,都只想佔人便宜,從來沒說過要請客.
你行路攏無咧看路,“目睭看懸,無看低”,塗跤一窟水,你嘛共伊踏落去.	你走路都不看路,“只看高處,不看地面”,路上一汪水,你也踩下去.
你不時佮人應酬,閣定定講“杯底毋通飼金魚”,按呢久來,身體哪會堪得?	你時常與人應酬,又常常說“要爽快乾杯”,這樣久而久之,身體哪受得了?
咱一時落魄免失志,人咧講:“乞食也有三年好運.”定著有出運的彼一工.	一時失意潦倒毋須灰心喪志,人家說:“風水輪流轉.”一定會有運氣好轉的時候.
彼箍歹囝“人牽毋行,鬼牽溜溜行”,下半世人攏愛關佇櫳仔內食免錢飯矣.	那個壞胚子“好的不學,盡學壞的”,下半輩子都得關在監獄裡吃免費的牢飯了.
聲頭遐大,人閣插插插,會使講是“人未到,聲先到”,可見來者非同小可.	聲量那麼大,人群又相當擁擠,可以說是“未見其人,先聞其聲”,可見前來的人來頭不小.
這馬的臺灣囡仔袂曉講母語,毋是𪜶反種去矣,是𪜶的爸母毋肯對𪜶講母語.	現在臺灣的小孩子不會說母語,不是他們發生了突變,而是他們的父母不肯對他們說母語.
阿明攏袂堪得人講得,見若講著伊的毋著,伊就“見笑轉受氣”,實在誠害!	阿明很不能接受批評,每次說到他的不對,他就“惱羞成怒”,真是糟糕!
阿明瘦罔瘦,逐頓飯攏愛食四、五碗才知飽,莫怪人攏講伊“瘦田𠢕欶水”.	小明雖然個子瘦小,但一餐飯都要吃四、五碗才覺得飽,難怪人家都說他“瘦規瘦,還真能吃”.
𪜶序大人講的話伊都無咧信篤矣,你何乜苦“無枷夯交椅”,硬欲共伊款勸.	他父母親說的話他都不理會了,你何苦“自找麻煩”,硬要苦勸他.
人性攏是痟貪的,心肝往往愈來愈大,也欲甜,也欲滇,也欲“大碗閣滿墘”.	人性都是貪心的,往往人心不足蛇吞象,又要甜,又要滿,又要“量多品質好”.
人講:“春天後母面,欲變一時間.”今年的春天就像按呢,連鞭寒、連鞭熱.	人家說:“春天繼母臉,要變一剎那.”今年的春天就是這樣,一會兒冷,一會兒熱.
人講:“食緊挵破碗.”做代誌毋好按呢兇兇狂狂,著先想予較斟酌咧才來做.	人家說:“吃得太快容易打破碗.”做事情不要這樣莽莽撞撞的,得先仔細考慮再來做.
你看伊“頭大面四方,肚大居財王”,相命仙講伊另日仔定著是大富大貴的人.	你看他“頭大、臉方、肚大”,命相師說他將來必定是大富大貴之人.
俗語講:“也著箠,也著糜.”對囡仔傷過嚴格,攏無共伊肯定佮鼓勵嘛無好.	俗話說:“也得責打,也得疼愛.”對小孩太過嚴格,都不給點鼓勵和肯定也不好.
做代誌毋通生狂,欲按怎做較好,想予清楚才開始進行,因為“張持無蝕本”.	做事情不要慌張,怎麼做比較好,想清楚再開始進行,因為凡事“謹慎小心不會吃虧”.
叫伊做一點仔代誌,就若“慢牛厚屎尿”,𠢕拖沙閣連鞭頭殼疼、連鞭腹肚疼.	叫他做一點小事,就像“行動遲緩的牛屎尿多”,拖拖拉拉又一下子頭痛、一下子肚子痛.
學務主任為著欲“刣雞教猴”,就共偷走學的學生叫起去司令台教示予眾人看.	學務主任為了要“殺雞儆猴”,就把翹課的學生叫去司令台當眾訓示.
巷仔口彼擔蚵仔麵線“大碗閣滿墘”,料濟氣味好,不管時去攏足濟人咧排隊.	巷口那攤蚵仔麵線“量多品質好”,用的料多滋味好,不論何時去都很多人在排隊.
愈有學問愈有才情的人,若像人講的“飽穗的稻仔,頭犁犁”,會予人愈尊敬.	越有學問與能力的人,就像是人家說的“飽滿而成熟的稻穗,頭向下”,會更受人尊敬.
你毋通叫是彼个少年家“倒吊無墨水”呢,人伊讀冊誠綿爛,學問飽滇閣袂臭屁.	你別以為那個年輕人“胸無點墨”喔,他讀書很認真,學問很豐富又不喜歡吹噓.
俗語講:“一千賒毋值八百現.”甘願俗俗仔賣,提著現金,嘛無愛予人客欠數.	俗話說:“一千元的賒帳不如八百元的現金.”寧可便宜地賣,拿到現金,也不願意讓客人賒帳.
俗語講:“六月芥菜假有心.”做人若是假有情、假有義,隨時會予人看破跤手.	俗話說:“六月的芥菜不是真有心.”為人若是虛情假意,馬上會被人家看穿居心.
俗語講,“甘蔗無雙頭甜.”也欲清閒,也欲趁大錢,世間哪有遐爾好空的代誌?	俗話說,“甘蔗沒有頭尾都是甜的.”又要清閒,又要賺大錢,世上哪有那麼好的事情?
俗語講:“食人一斤,也著還人四兩.”定定收人的物件,你後擺欲提啥物還人?	俗話說:“天下沒有白吃的午餐.”你經常收受人家的饋贈,以後要拿什麼回報?
俗語講:“戲館邊的豬母,袂歕簫嘛會拍拍.”萬項技術,捷看捷摸加減嘛會曉.	俗話說:“戲館邊的母豬,不會吹簫,也會打拍子.”任何技藝,常看常碰多少也會一些.
俗語講“靠山山會崩,靠水水會焦”,萬項代誌靠家己去拍拚,是上穩當的步數.	俗話說“靠山山會倒,靠人人會跑”,凡事靠自己努力奮鬥,是最妥當的方法.
古早人講:“一鄉一俗.”咱愛尊重人別跡的風俗,莫堅持講著愛按怎才是著的.	古人說:“各地有不同習俗.”我們要尊重不同地區的風俗,不要堅持非得要如何才是正確的.
咱做人愛有主見、有正義感,若干焦會曉“西瓜倚大爿”,早慢會予人看無目地.	我們為人要有主見、有正義感,要是只會“趨炎附勢”,早晚會被人瞧不起.
咱拄著代誌,上好是緊事寬辦,才袂重耽,愛知“緊紡無好紗,緊嫁無好大家”.	當我們遇到事情,最好能夠沉著應對,才不會出錯,須知“事緩則圓,欲速則不達”.
拄去剃頭店剃頭轉來,厝邊兜的人看著就共我呵咾講:“一日剃頭,三日緣投.”	剛從理髮店理髮回來,鄰居看到就稱讚我說:“一天理髮,三天英俊.”
臺灣的王梨酥,因為逐家“食好鬥相報”,這馬已經成做觀光客上愛買的等路矣.	臺灣的鳳梨酥,因為大家“口耳相傳”,現在已成為觀光客最喜歡買的伴手禮了.
課長足堅持伊的主張,想欲改變伊的決定,準講你“有喙講甲無瀾”,嘛是無效.	課長非常堅持他的主張,想要改變他的決定,就算你“費盡脣舌”,也是沒有用.
較早有足濟人千辛萬苦對唐山渡海來臺灣,就是因為“臺灣錢,淹跤目”的緣故.	從前很多人千辛萬苦從華南渡海來臺灣,就是因為“臺灣錢財,蓋過腳踝”的緣故.
這馬歹討趁閣拄著疫情,毋過“田螺含水過冬”,認真拍拚,總有出頭天的一工.	現在賺錢不容易又加上武漢疫情,不過“若像田螺含水度過寒冬日,等待時機”,認真打拼,總有翻身的一天.
遮爾簡單的問題,你一个大學生煞毋知欲按怎解決,敢是“讀冊,讀佇尻脊骿”?	這麼簡單的問題,你一個大學生竟然不知如何解決,難道是“書都讀到背部去了”?
阮屏東的烏甕串通講是“頂港有名聲,下港上出名”,食過的人攏呵咾甲會觸舌.	我們屏東的黑鮪魚可說是“由北至南,遠近馳名”,吃過的人都讚不絕口.
“無日毋知晝,無鬚毋知老”,少年時的理想攏猶未實現,目一下𥍉咱都半老老矣.	“沒出太陽,不知已過了中午;沒留鬍子,不知人已老邁”,年輕時的理想依然沒有實現,眨眼間我們都已老年將至了.
人講:“公親變事主.”這兩个相拍雞仔的代誌你上好莫插,若無,你是會食袂焦.	人家說:“仲裁者變成當事人.”這兩個好鬥成性的人的事情你最好別插手,否則你會吃不完兜著走.
人講:“驚某大丈夫,拍某豬狗牛.”翁仔某著愛互相疼惜佮尊存,毋通起跤動手.	人家說:“怕妻子的是男子漢,打妻子的豬狗不如.”夫妻要互相疼惜與尊重,不要動手動腳.
便若拄著嫁娶的時,咱定定會聽著媒人婆講“坐予正,得人疼”的好話來祝福新人.	每當嫁娶的時候,我們總會聽到媒人婆說“坐姿端正,才能使人疼愛”的吉祥話來祝福新人.
俗語講:“三人共五目,日後無長短跤話.”咱這馬講定就講定囉,日後袂使反悔.	俗話說:“三個人總共五隻眼睛,以後不能再說長道短.”我們現在說定了就算數囉,以後不可以反悔.
俗語講:“大狗盤牆,細狗看樣.”做人序大若串做攏歹代誌,序細早慢會變歹囝.	俗話說:“大狗翻牆,小狗學樣.”為人父母若老是做壞事,子女早晚會變成壞孩子.
俗語講:“歡歡喜喜一工,煩煩惱惱也一工.”做人著愛較樂暢咧,煩惱是加工的.	俗話說:“快樂也是過一天,憂愁也是過一天.”做人應該要比較快樂些,煩惱是多餘的.
咱臺灣人是命運共同體,毋通規工冤家、對立,因為“落水平平沉,全無重頭輕”.	我們臺灣人是命運共同體,不要整天吵架、對立,否則“兩敗俱傷,誰也沒佔到便宜”.
早起本來欲騎機車去買菜,想袂到機車煞袂發,臨時“無牛駛馬”,換騎跤踏車去.	早上本來想騎機車去買菜,想不到機車竟然發不動,臨時“退而求其次”,換騎腳踏車去.
明明是伊毋著閣敢佮人大細聲,我佇邊仔看甲“痚呴袂忍得嗽”,就開喙佮伊理論.	明明是他不對還敢跟別人大小聲,我在旁邊看得“忍無可忍”,就開口跟他理論.
無要緊啦,這間公司考無牢,咱來去別間考看覓咧,人講:“這溪無魚,別溪釣.”	沒關係啦,這家公司沒考上,我們到別家考考看,人家說:“山不轉,路轉.”
這兩个頭家本成為著搶生理來起呸面,想袂到這馬煞“冤家變親家”,合股做生理.	這兩個老闆原本為了搶生意而翻臉,沒想到現在卻“化敵為友”,合夥做生意.
雖然伊猶閣欠你真濟錢,毋過人都已經死矣,“怨生無怨死”,你就準拄好去矣啦!	雖然他還欠你大筆錢,但人都已經去世了,你倆之間的恩怨就“一死百了,一筆勾銷”,你就放下吧!
人講甘蔗無雙頭甜,你袂當逐項攏欲貿甲贏,總是愛知影“有一好,無兩好”的道理.	人家說世事難兩全,你不能樣樣全包,總要懂得“魚與熊掌不可兼得”的道理.
人講:“有燒香有保庇,有食藥有行氣.”你若綿爛學習,定著會當學著閣較濟智識.	人們說:“一分耕耘,一分收穫.”只要你認真學習,一定可以學到更多的知識.
人講:“關門著閂,講話著看.”咱講話著愛細膩斟酌,才袂無張無持去共人得失著.	人家說:“關門要上門栓,說話要看場合.”我們說話要小心謹慎,才不會一不小心得罪到人.
伊都毋知頭毋知尾,你閣講遐緊,較加伊嘛袂輸“鴨仔聽雷”,愣佇遐若柴頭尪仔咧!	他不知道整個來龍去脈,你還講得那麼快,難怪他像“鴨子聽到雷聲”,愣在那裡像木偶一樣!
你莫看伊規工恬恬,對人攏誠客氣,“會咬人的狗袂吠”,我捌予伊揲甲走無路通去.	你別看他安安靜靜,待人很客氣,｢會咬人的狗不叫”,我曾被他整得無路可跑.
你拄開始上班,階層較低,人講你就愛聽,毋通袂記得“頂司管下司,鋤頭管畚箕”.	你剛開始上班,階層比較低,人家說的你就要聽,不要忘記“社會有階層,一層管一層”.
你喔!“無彼號尻川,想欲食彼號瀉藥”,行無三步就怦怦喘的人,也欲參人去𬦰山.	你喔﹗“沒有那種能耐,還妄想做那種事”,走不到三步就氣喘吁吁的人,也想跟人家去爬山.
俗語講:“送伊魚,較輸教伊掠魚.”你若欲共伊鬥相共,就教伊一寡仔工夫較實在.	俗話說:“給他魚吃,不如教他釣魚.”你若想要幫他,就教他一些本領比較實際.
俗語講:“毛毛仔雨落久,塗嘛會澹.”咱人若加減做、加減趁,也會賰一寡仔家伙.	俗話說:“濛濛細雨下久了,土地也會潮濕.”我們若有得做就做、有得賺就賺,也會累積一點家產.
寒流來矣,阿媽寒甲咇咇掣,孫仔猶原穿短䘼的,莫怪人講:“囡仔人尻川三斗火.”	寒流來時,奶奶冷到全身發抖,孫子卻仍穿著短袖衣服,難怪人家說:“小孩子不怕冷.”
少年人愛有定性,毋通“一年換二十四个頭家”,定定咧換頭路,按呢欲哪會有出脫?	年輕人要有定性,不要“一年換二十四個雇主”,老是在換工作,這樣怎麼會有出息?
感謝你點醒我“勸人做好代,較贏食早齋”,我會加做寡善事,共有困難的人鬥相共.	謝謝你提醒我“與其吃早齋,不如多做好事”,我會多做好事,幫助有困難的人.
毋免怨嘆家己歹命,俗語講:“一枝草,一點露.”咱若肯拍拚,就免驚袂當出頭天.	不要抱怨自己命不好,俗話說:“一枝草,一點露.”我們若肯努力奮鬥,就不用怕不能闖出一片天.
較早舊市區毋但“三跤步一坎店”,踅街的人嘛插插插,毋過這馬已經變甲真稀微矣.	以前舊市區不只“市景繁榮、商店林立”,逛街的人也摩肩接踵,不過現在已經變得很冷清了.
這件代誌若甲蹽落去矣,就莫閣觀前顧後,“敢做匏桸,就毋通驚水燙”,敢毋是咧?	這件事既然不顧一切投身其中,就不要瞻前顧後,“敢做瓠瓜勺子,就不能怕被滾水燙”,不是嗎?
阮查某囝欲嫁進前,我共伊開破講“翁仔某是相欠債”,愛互相尊重,婚姻才會久長.	我女兒出嫁前,我開導他說“夫妻是前世因果”,要互相尊重,婚姻才能長久.
阿花仔目頭懸,“目睭看懸,無看低”,咱這陣庄跤的囡仔伴,這馬攏予伊看無目地.	阿花很勢利眼,“狗眼看人低”,我們這群鄉下的兒時玩伴,現在他根本看不上眼.
