㔂	lân
車囥佇外口,落雨了後煞卡一沿水鉎.	Tshia khǹg tī guā-kháu, lo̍h-hōo liáu-āu suah kha̍h tsi̍t iân tsuí-sian.
較早的作田人落雨天就穿棕蓑去作穡.	Khah-tsá ê tsoh-tshân-lâng lo̍h-hōo-thinn tō tshīng tsang-sui khì tsoh-sit.
較早的人若做十六歲過就算做大人矣.	Khah-tsá ê lâng nā tsò tsa̍p-la̍k huè kuè tō sǹg-tsò tuā-lâng--ah.
逐家先品好,等咧輸的人袂使起呸面.	Ta̍k-ke sing phín hó, tán--leh su ê lâng bē-sái khí-phuì-bīn.
逐項攏欲計較,上尾食虧的是你家己.	Ta̍k hāng lóng beh kè-kàu, siōng-bué tsia̍h-khui--ê sī lí ka-kī.
逐禮拜五暗時七點,伊準時佇遮開講.	Ta̍k lé-pài-gōo àm-sî tshit tiám, i tsún-sî tī tsia khai-káng.
逐个囡仔攏足乖的,獨獨伊特別狡怪.	Ta̍k ê gín-á lóng tsiok kuai--ê, to̍k-to̍k i ti̍k-pia̍t káu-kuài.
逐冬正月初二阮細姑仔攏會轉來做客.	Ta̍k tang tsiann-gue̍h tshe-jī guán sè-koo-á lóng ē tńg-lâi tsò-kheh.
這擺欲替伊開刀的醫生攏是一粒一的.	Tsit pái beh thè i khui-to ê i-sing lóng sī it-lia̍p-it--ê.
這項物件有也好,無也好,攏無要緊.	Tsit hāng mi̍h-kiānn ū iā hó, bô iā hó, lóng bô iàu-kín.
這个囡仔真歹喙,人較無愛佮伊鬥陣.	Tsit ê gín-á tsin pháinn-tshuì, lâng khah bô ài kah i tàu-tīn.
這是眾人的代誌,毋通予一个人包辦.	Tse sī tsìng-lâng ê tāi-tsì, m̄-thang hōo tsi̍t ê lâng pau-pān.
這馬外口烏陰烏陰,等咧拍算會落雨.	Tsit-má guā-kháu oo-im-oo-im, tán--leh phah-sǹg ē lo̍h-hōo.
這擺你看我的面子,就莫佮伊計較矣.	Tsit pái lí khuànn guá ê bīn-tsú, tō mài kah i kè-kàu--ah.
這間店是食名爾爾,物件品質無偌好.	Tsit king tiàm sī tsia̍h-miâ niā-niā, mi̍h-kiānn phín-tsit bô guā hó.
這馬咧烏陰矣,較停仔無的確會落雨.	Tsit-má teh oo-im--ah, khah-thîng-á bô-tik-khak ē lo̍h-hōo.
這坩糜敢若臭酸去,無,哪會味怪怪?	Tsit khann muê kánn-ná tshàu-sng--khì, bô, ná ē bī kuài-kuài?
這是你家己做得來的,毋是人害你的.	Tse sī lí ka-kī tsò-tit lâi--ê, m̄ sī lâng hāi--lí--ê.
這種無情理的話,干焦你才講會出來.	Tsit tsióng bô tsîng-lí ê uē, kan-na lí tsiah kóng ē tshut--lâi.
這件代誌現現就是你做的,你閣諍無.	Tsit kiānn tāi-tsì hiān-hiān tō sī lí tsò--ê, lí koh tsènn bô.
這粗工毋是你這款幼秀的人會當做的.	Tse tshoo-kang m̄ sī lí tsit khuán iù-siù ê lâng ē-tàng tsò--ê.
這个物件我照割價賣你,無趁你的錢.	Tsit ê mi̍h-kiānn guá tsiàu kuah-kè bē--lí, bô thàn lí ê tsînn.
這馬景氣真䆀,逐家攏強欲無頭路矣.	Tsit-má kíng-khì tsin bái, ta̍k-ke lóng kiōng-beh bô thâu-lōo--ah.
這間厝的裝潢普普仔爾爾,無講偌媠.	Tsit king tshù ê tsong-hông phóo-phóo--á niā-niā, bô kóng guā suí.
這个大善人去予人冤枉,實在無天理!	Tsit ê tuā siān-jîn khì hōo lâng uan-óng, si̍t-tsāi bô thinn-lí!
這條巷仔是無尾巷,你車毋通駛入去.	Tsit tiâu hāng-á sī bô-bué-hāng, lí tshia m̄-thang sái--ji̍p-khì.
這聲慘矣,予你害一下連我嘛著災矣.	Tsit-siann tshám--ah, hōo lí hāi tsi̍t-ē liân guá mā tio̍h-tse--ah.
這个生理按呢一直填本,欲哪會用得?	Tsit ê sing-lí án-ne it-ti̍t thiām-pún, beh ná ē-īng--tit?
這个物件無遐貴,你去予人搧大耳矣.	Tsit ê mi̍h-kiānn bô hiah kuì, lí khì hōo lâng siàn-tuā-hīnn--ah.
這件代誌愛慢慢仔解決,你莫傷衝碰.	Tsit kiānn tāi-tsì ài bān-bān-á kái-kuat, lí mài siunn tshóng-pōng.
這个囡仔袂輸咧歕風咧,大甲遮爾緊.	Tsit ê gín-á bē-su teh pûn-hong--leh, tuā kah tsiah-nī kín.
這改的議案真重要,你一定愛來開會.	Tsit kái ê gī-àn tsin tiōng-iàu, lí it-tīng ài lâi khui-huē.
這馬罕得看著人用蠓捽仔咧趕胡蠅矣.	Tsit-má hán-tit khuànn-tio̍h lâng īng báng-sut-á teh kuánn hôo-sîn--ah.
這山路細條閣彎彎斡斡,車有夠歹駛.	Tse suann-lōo sè tiâu koh uan-uan-uat-uat, tshia ū-kàu pháinn sái.
這塊桌仔著愛踅頭,讀冊才食會著光.	Tsit tè toh-á tio̍h-ài se̍h-thâu, tha̍k-tsheh tsiah tsia̍h ē tio̍h kng.
這明明是滸苔,你硬欲死諍是頭毛菜.	Tse bîng-bîng sī hóo-thî, lí ngē beh sí-tsènn sī thâu-mn̂g-tshài.
這支刀仔利劍劍,細膩,毋通切著手.	Tsit ki to-á lāi-kiàm-kiàm, sè-jī, m̄-thang tshiat-tio̍h tshiú.
連紲行幾若點鐘,我強欲接載袂牢矣.	Liân-suà kiânn kuí-nā tiám-tsing, guá kiōng-beh tsih-tsài bē tiâu--ah.
過去種種的代誌,就莫閣提起來講矣.	Kuè-khì tsióng-tsióng ê tāi-tsì, tō mài koh the̍h khí-lâi kóng--ah.
遮痠遐疼,我身軀已經規組害了了矣.	Tsia sng hia thiànn, guá sin-khu í-king kui tsoo hāi-liáu-liáu--ah.
遮的香油囥傷久,鼻著臭油餲臭油餲.	Tsia-ê hiang-iû khǹg siunn kú, phīnn tio̍h tshàu-iû-ai tshàu-iû-ai.
選舉買票真厲害,這是通人知的代誌.	Suán-kí bé-phiò tsin lī-hāi, tse sī thong-lâng-tsai ê tāi-tsì.
醬瓜仔配糜真好食,毋過毋好食傷濟.	Tsiùnn-kue-á phuè muê tsin hó-tsia̍h, m̄-koh m̄-hó tsia̍h siunn tsē.
閣來就是寒人矣,寒衫愛先準備予好.	Koh lâi tō sī kuânn--lâng--ah, kuânn-sann ài sing tsún-pī hōo hó.
阮真久無轉去庄跤,這馬對遐真生疏.	Guán tsin kú bô tńg-khì tsng-kha, tsit-má tuì hia tsin tshenn-soo.
阮孫仔後個月欲娶,阮阿嫂足歡喜的.	Guán sun-á āu kò gue̍h beh tshuā, guán a-só tsiok huann-hí--ê.
阮公司的員工已經夠額,無欲閣倩矣.	Guán kong-si ê uân-kang í-king kàu-gia̍h, bô beh koh tshiànn--ah.
阮兜有時仔家己煮食,有時仔食外口.	Guán tau ū-sî-á ka-kī tsú-tsia̍h, ū-sî-á tsia̍h-guā-kháu.
阮的祖先是三百外年前來臺灣開基的.	Guán ê tsóo-sian sī sann-pah-guā nî tsîng lâi Tâi-uân khai-ki--ê.
阿英仔誠歹命,自細漢爸母就過身矣.	A-ing--á tsiânn pháinn-miā, tsū sè-hàn pē-bú tō kuè-sin--ah.
阿達仔是一个佬仔,你毋通予伊騙去.	A-ta̍t-á sī tsi̍t ê láu-á, lí m̄-thang hōo i phiàn--khì.
阿公今年八十歲矣,身體猶閣真勇健.	A-kong kin-nî peh-tsa̍p huè--ah, sin-thé iáu-koh tsin ióng-kiānn.
阿明誠陰鴆,我定定攏毋知伊咧想啥.	A-bîng tsiânn im-thim, guá tiānn-tiānn lóng m̄ tsai i teh siūnn siannh.
阿福伯的喪事是午時弔祭,申時落葬.	A-hok peh ê song-sū sī ngóo-sî tiàu-tsè, sin-sî lo̍h-tsòng.
阿公逐工透早起來,攏會佇稻埕走標.	A-kong ta̍k-kang thàu-tsá khí--lâi, lóng ē tī tiū-tiânn tsáu-pio.
雄雄一陣西北雨,眾人一時煞走無路.	Hiông-hiông tsi̍t tsūn sai-pak-hōo, tsìng-lâng tsi̍t-sî suah tsáu-bô-lōo.
雜貨仔店的生理攏去予大賣場搶去矣.	Tsa̍p-huè-á-tiàm ê sing-lí lóng khì hōo tuā-bē-tiûnn tshiúnn--khì--ah.
電影內面的妖魔鬼怪攏生做青面獠牙.	Tiān-iánn lāi-bīn ê iau-môo-kuí-kuài lóng senn-tsò tshenn-bīn-liâu-gê.
頂幫毋是已經修理好矣,哪會閣歹去?	Tíng-pang m̄ sī í-king siu-lí hó--ah, ná ē koh pháinn--khì?
食甲肚脹無健康,食七、八分飽就好.	Tsia̍h kah tóo-tiòng bô kiān-khong, tsia̍h tshit, peh hun pá tō hó.
食人的頭路,錢項的代誌愛較細膩咧.	Tsia̍h lâng ê thâu-lōo, tsînn-hāng ê tāi-tsì ài khah sè-jī--leh.
高麗菜先豉鹽才落去炒,食著加真脆.	Ko-lê-tshài sing sīnn-iâm tsiah lo̍h-khì tshá, tsia̍h tio̍h ke tsin tshè.
𪜶兩个自從冤家了後,就無相交插矣.	In nn̄g ê tsū-tsiông uan-ke liáu-āu, tō bô sio-kau-tshap--ah.
𪜶兜的財產攏予伊這个討債囝敗了矣.	In tau ê tsâi-sán lóng hōo i tsit ê thó-tsè-kiánn pāi-liáu--ah.
𪜶兩人偷來暗去,通庄頭的人攏嘛知.	In nn̄g lâng thau-lâi-àm-khì, thong tsng-thâu ê lâng lóng mā tsai.
𪜶兄弟仔的感情真疏遠,無像兄弟仔.	In hiann-tī-á ê kám-tsîng tsin soo-uán, bô tshiūnn hiann-tī-á.
𪜶兜真散赤,攏毋捌看伊穿一軀新衫.	In tau tsin sàn-tshiah, lóng m̄ bat khuànn i tshīng tsi̍t su sin sann.
𪜶兩姊妹仔無依無倚,按呢毋是辦法.	In nn̄g tsí-muē-á bô-i-bô-uá, án-ne m̄ sī pān-huat.
𪜶彼班搝大索搝贏,逐家攏足歡喜的.	In hit pan khiú-tuā-soh khiú-iânn, ta̍k-ke lóng tsiok huann-hí--ê.
𪜶兩个老的這馬咧為𪜶查某囝蓄嫁粧.	In nn̄g ê lāu--ê tsit-má teh uī in tsa-bóo-kiánn hak-kè-tsng.
𪜶攏走出去𨑨迌矣,留我一个人顧厝.	In lóng tsáu tshut-khì tshit-thô--ah, lâu guá tsi̍t ê lâng kòo-tshù.
𪜶兩人佇街仔路相攬相唚,真無體統.	In nn̄g lâng tī ke-á-lōo sio-lám sio-tsim, tsin bô thé-thóng.
𪜶老爸聽著好消息,笑甲喙仔裂獅獅.	In lāu-pē thiann-tio̍h hó siau-sit, tshiò kah tshuì-á li̍h-sai-sai.
a̋i-sīr-khu-lìn-mù	a̋i-sīr-khu-lìn-mù
一副麻雀攏總有一百四十四張麻雀子仔.	Tsi̍t hù muâ-tshiok lóng-tsóng ū tsi̍t-pah sì-tsa̍p-sì tiunn muâ-tshiok-jí-á.
一百五十二箍,算齊頭,收你百五就好!	Tsi̍t-pah gōo-tsa̍p-jī khoo, sǹg tsê-thâu, siu lí pah-gōo tō hó!
下昏我有一个食飯會,無欲轉去食暗矣.	E-hng guá ū tsi̍t ê tsia̍h-pn̄g-huē, bô beh tńg-khì tsia̍h-àm--ah.
予𪜶兩个去仙拚仙,咱蹛邊仔看戲就好.	Hōo in nn̄g ê khì sian-piànn-sian, lán tuà pinn--á khuànn hì tō hó.
人講斷掌查埔做相公,斷掌查某守空房.	Lâng kóng tn̄g-tsiúnn tsa-poo tsò siùnn-kang, tn̄g-tsiúnn tsa-bóo tsiú khang-pâng.
今仔日佇高速公路發生一件反車的意外.	Kin-á-ji̍t tī ko-sok kong-lōo huat-sing tsi̍t kiānn píng-tshia ê ì-guā.
今仔日是補冬,菜市仔足濟人咧買番鴨.	Kin-á-ji̍t sī póo-tang, tshài-tshī-á tsiok tsē lâng teh bé huan-ah.
今仔日親情族孫攏來矣,阿媽足歡喜的.	Kin-á-ji̍t tshin-tsiânn tso̍k-sun lóng lâi--ah, a-má tsiok huann-hí--ê.
代誌到甲這款地步矣,你猶閣老神在在.	Tāi-tsì kàu kah tsit khuán tē-pōo--ah, lí iáu-koh lāu-sîn-tsāi-tsāi.
伊這過出國,著愛大後年才會當倒轉來.	I tsit-kuè tshut-kok, tio̍h-ài tuā-āu--nî tsiah ē-tàng tò-tńg--lâi.
伊毋但無抾恨,反倒轉閣來共咱鬥相共.	I m̄-nā bô khioh-hīn, huán-tò-tńg koh lâi kā lán tàu-sann-kāng.
伊才退伍無偌久,就央三託四欲揣頭路.	I tsiah thè-ngóo bô-guā-kú, tō iang-sann-thok-sì beh tshuē thâu-lōo.
伊愛共人誣賴,白白布強欲共人染甲烏.	I ài kā lâng bû-luā, pe̍h-pe̍h pòo kiōng-beh kā lâng ní kah oo.
伊真固執,欲叫伊回心轉意是無可能的.	I tsin kòo-tsip, beh kiò i huê-sim-tsuán-ì sī bô khó-lîng--ê.
伊講欲去臺北拍拚,結果煞有去無回頭.	I kóng beh khì Tâi-pak phah-piànn, kiat-kó suah ū khì bô huê-thâu.
伊真好量,人對伊歹聲嗽,伊嘛袂抾恨.	I tsin hó-liōng, lâng tuì i pháinn-siann-sàu, i mā bē khioh-hīn.
伊是好意欲共你鬥相共,結果煞予你罵.	I sī hó-ì beh kā lí tàu-sann-kāng, kiat-kó suah hōo lí mē.
伊的人生,坎坎坷坷,講起來話頭長啦!	I ê jîn-sing, khám-khám-khia̍t-khia̍t, kóng--khí-lâi uē-thâu tn̂g--lah!
伊專門拐弄人的囡仔去做賊仔,誠歹心!	I tsuan-bûn kuái-lōng lâng ê gín-á khì tsò tsha̍t-á, tsiânn pháinn-sim!
伊這个人真奇怪,不時都佮人咧拍官司.	I tsit ê lâng tsin kî-kuài, put-sî to kah lâng teh phah-kuann-si.
伊這个人足厚譴損,逐項代誌攏著看日.	I tsit ê lâng tsiok kāu-khiàn-sńg, ta̍k hāng tāi-tsì lóng tio̍h khuànn-ji̍t.
伊的度量不止仔闊,事事項項攏袂計較.	I ê tōo-liōng put-tsí-á khuah, sū-sū-hāng-hāng lóng bē kè-kàu.
伊一个查某人欲飼一家大細,擔頭誠重.	I tsi̍t ê tsa-bóo-lâng beh tshī tsi̍t ke tuā-sè, tànn-thâu tsiânn tāng.
伊看著活跳跳,一點仔都無成破病的人.	I khuànn tio̍h ua̍h-thiàu-thiàu, tsi̍t-tiám-á to bô sîng phuà-pēnn ê lâng.
伊予人看破跤手矣,無人會閣再相信伊.	I hōo lâng khuànn-phuà-kha-tshiú--ah, bô lâng ē koh-tsài siong-sìn--i.
伊對我的感情若有若無,害我定定失眠.	I tuì guá ê kám-tsîng ná ū ná bô, hāi guá tiānn-tiānn sit-bîn.
伊實在有夠破格,代誌予伊沐著就失敗.	I si̍t-tsāi ū-kàu phuà-keh, tāi-tsì hōo i bak--tio̍h tō sit-pāi.
伊的聲若親像破雞筅,我聽著強欲昏倒.	I ê siann ná-tshin-tshiūnn phuà-ke-tshíng, guá thiann tio̍h kiōng-beh hūn--tó.
伊哪會變做悾悾,到底是發生啥物代誌?	I ná ē piàn-tsò khong-khong, tàu-té sī huat-sing siánn-mih tāi-tsì?
伊對你捽目尾,我看是有好空的欲予你.	I tuì lí sut-ba̍k-bué, guá khuànn sī ū hó-khang--ê beh hōo--lí.
伊佇遐哭甲欲死欲活,是發生啥物代誌?	I tī hia khàu kah beh-sí-beh-ua̍h, sī huat-sing siánn-mih tāi-tsì?
伊做著涼勢涼勢,別人來做就無遐熟手!	I tsò tio̍h liâng-sè-liâng-sè, pa̍t-lâng lâi tsò tō bô hiah si̍k-tshiú!
伊這站仔足清閒的,規日攏咧遊山玩水.	I tsit-tsām-á tsiok tshing-îng--ê, kui ji̍t lóng teh iû-san-uán-suí.
伊走去覕佇庄跤,歸尾嘛是予債主揣著.	I tsáu-khì bih tī tsng-kha, kui-bué mā sī hōo tsè-tsú tshuē--tio̍h.
伊逐擺攏欲佮人相諍,毋過無一擺諍贏.	I ta̍k-pái lóng beh kah lâng sio-tsènn, m̄-koh bô tsi̍t pái tsènn iânn.
伊是有翁的查某,你毋通貪戀伊的美色.	I sī ū ang ê tsa-bóo, lí m̄-thang tham-luân i ê bí-sik.
伊頭拄仔一直咧喘大氣,若像足艱苦的!	I thâu-tú-á it-ti̍t teh tshuán-tuā-khuì, ná-tshiūnn tsiok kan-khóo--ê!
伊話猶未講出喙,就已經喉滇目箍紅矣.	I uē iáu-buē kóng tshut-tshuì, tō í-king âu-tīnn ba̍k-khoo âng--ah.
伊定定講白賊,所以這馬攏無人欲插伊.	I tiānn-tiānn kóng-pe̍h-tsha̍t, sóo-í tsit-má lóng bô lâng beh tshap--i.
伊開喙就惡確確,袂輸咱攏欠伊的錢咧.	I khui-tshuì tō ok-khia̍k-khia̍k, bē-su lán lóng khiàm i ê tsînn--leh.
伊講遐的話是為著欲敨氣,你聽了準煞.	I kóng hia-ê uē sī uī-tio̍h beh tháu-khuì, lí thiann-liáu tsún suah.
伊當咧痟電動,叫伊讀冊,伊也無心情.	I tng-teh siáu tiān-tōng, kiò i tha̍k-tsheh, i iā bô-sim-tsîng.
伊閣咧跋牌仔矣,你叫伊好停睏食飯矣.	I koh teh pua̍h-pâi-á--ah, lí kiò i hó thîng-khùn tsia̍h-pn̄g--ah.
伊欠人誠濟錢,不時有債主來𪜶兜討錢.	I khiàm lâng tsiânn tsē tsînn, put-sî ū tsè-tsú lâi in tau thó-tsînn.
伊暗崁足濟外路仔做私奇,無予𪜶某知.	I àm-khàm tsiok tsē guā-lōo-á tsò sai-khia, bô hōo in bóo tsai.
伊竟然做出這款代誌,實在是禽獸不如.	I kìng-jiân tsò-tshut tsit khuán tāi-tsì, si̍t-tsāi sī khîm-siù put-jû.
伊這站仔當咧落衰,逐項代誌都做袂順.	I tsit-tsām-á tng-teh lo̍h-sue, ta̍k hāng tāi-tsì to tsò bē sūn.
伊較停仔若轉來,才共遮的物件交予伊.	I khah-thîng-á nā tńg--lâi, tsiah kā tsia-ê mi̍h-kiānn kau hōo--i.
伊2003年有來,隔轉年伊閣來一遍.	I 2003 nî ū lâi, keh-tńg-nî i koh lâi tsi̍t piàn.
伊今仔日會做這款代誌攏是予人煽動的.	I kin-á-ji̍t ē tsò tsit khuán tāi-tsì lóng sī hōo lâng siàn-tōng--ê.
伊愛講鋪排話,毋是真正欲共人鬥跤手.	I ài kóng phoo-pâi-uē, m̄ sī tsin-tsiànn beh kā lâng tàu-kha-tshiú.
伊的靠山真有夠力,所以才會遮爾聳鬚.	I ê khò-suann tsin ū-kàu-la̍t, sóo-í tsiah ē tsiah-nī tshàng-tshiu.
伊彼个人有夠橫逆,竟然連老爸都敢拍.	I hit ê lâng ū-kàu hîng-gi̍k, kìng-jiân liân lāu-pē to kánn phah.
伊定定共阿生戲弄,講伊是一个大箍呆.	I tiānn-tiānn kā A-sing hì-lāng, kóng i sī tsi̍t ê tuā-khoo-tai.
伊的性地是袂䆀,總是袂曉扞家就毋好.	I ê sìng-tē sī bē-bái, tsóng--sī bē-hiáu huānn-ke tō m̄ hó.
伊彼个人誠甕肚,有好空的攏毋共人講.	I hit ê lâng tsiânn àng-tōo, ū hó-khang--ê lóng m̄ kā lâng kóng.
伊看著戇神戇神,到底是發生啥物代誌?	I khuànn tio̍h gōng-sîn-gōng-sîn, tàu-té sī huat-sing siánn-mih tāi-tsì?
伊雖然生做戇頭戇面,毋過心肝真善良.	I sui-jiân senn-tsò gōng-thâu-gōng-bīn, m̄-koh sim-kuann tsin siān-liông.
伊目睭𥍉𥍉看,向望𪜶老母會轉來𤆬伊.	I ba̍k-tsiu nih-nih-khuànn, ǹg-bāng in lāu-bú ē tńg-lâi tshuā--i.
伊佮人對相十外回,相無一个有佮意的.	I kah lâng tuì-siòng tsa̍p-guā huê, siòng bô tsi̍t ê ū kah-ì--ê.
伊進前都已經認罪矣,這馬煞來反口供.	I tsìn-tsîng to í-king jīn-tsuē--ah, tsit-má suah lâi huán-kháu-king.
伊的手股頭有刺字,穿吊䘥仔就看現現.	I ê tshiú-kóo-thâu ū tshiah-jī, tshīng tiàu-kah-á tō khuànn-hiān-hiān.
伊毋願予人冤枉坐監,佇監獄咬舌自殺.	I m̄-guān hōo lâng uan-óng tsē-kann, tī kann-ga̍k kā-tsi̍h tsū-sat.
伊幾若頓無食,枵過飢,無體力煞昏倒.	I kuí-nā tǹg bô tsia̍h, iau-kuè-ki, bô thé-la̍t suah hūn--tó.
伊想欲騙我,毋過早就予我看破跤手矣.	I siūnn-beh phiàn--guá, m̄-koh tsá tō hōo guá khuànn-phuà-kha-tshiú--ah.
伊驚一趒,那搭胸坎,那問講是按怎樣.	I kiann tsi̍t tiô, ná tah hing-khám, ná mn̄g kóng sī án-tsuánn-iūnn.
伊已經予人縛咧矣,閣按怎滾躘嘛無效.	I í-king hōo lâng pa̍k--leh--ah, koh án-tsuánn kún-liòng mā bô-hāu.
你真正有夠低路,連這款工課都袂曉做.	Lí tsin-tsiànn ū-kàu kē-lōo, liân tsit khuán khang-khuè to bē-hiáu tsò.
你工課著愛好好仔做,毋通學人做歹囝.	Lí khang-khuè tio̍h-ài hó-hó-á tsò, m̄-thang o̍h lâng tsò pháinn-kiánn.
你這馬當咧心狂火著,千萬毋通做決定.	Lí tsit-má tng-teh sim-kông-hué-to̍h, tshian-bān m̄-thang tsò kuat-tīng.
你著愛紮雨傘去,毋拄好落雨就用會著.	Lí tio̍h-ài tsah hōo-suànn khì, m̄-tú-hó lo̍h-hōo tō īng ē tio̍h.
你的正手爿有一本冊,提過來予我好無?	Lí ê tsiànn-tshiú-pîng ū tsi̍t pún tsheh, the̍h kuè-lâi hōo--guá hó--bô?
你做代誌著較安份咧,毋通痟貪軁雞籠.	Lí tsò tāi-tsì tio̍h khah an-hūn--leh, m̄-thang siáu-tham nǹg ke-lam.
你若閣為非糝做,別日仔你就會無好死.	Lí nā koh uî-hui-sám-tsò, pa̍t-ji̍t-á lí tō ē bô hó-sí.
你一个面敢若死人面,一點仔血色都無.	Lí tsi̍t ê bīn kánn-ná sí-lâng-bīn, tsi̍t-tiám-á hueh-sik to bô.
你若是有心欲做,啥物困難攏會當克服.	Lí nā-sī ū-sim beh tsò, siánn-mih khùn-lân lóng ē-tàng khik-ho̍k.
你的頭毛澹澹,去弄風弄弄咧,較快焦.	Lí ê thâu-mn̂g tâm-tâm, khì lāng-hong lāng-lāng--leh, khah khuài ta.
你講話講甲遐大聲,會共囡仔拍生驚啦!	Lí kóng-uē kóng kah hiah tuā-siann, ē kā gín-á phah-tshenn-kiann--lah!
你若是表現了好,逐家就會共你拍噗仔.	Lí nā-sī piáu-hiān liáu hó, ta̍k-ke tō ē kā lí phah-pho̍k-á.
你食欲甲三十矣,毋通閣再放蕩落去矣.	Lí tsia̍h beh kah sann-tsa̍p--ah, m̄-thang koh-tsài hòng-tōng--lo̍h-khì--ah.
你直直去共伊講就會使,免揣對我遮來.	Lí ti̍t-ti̍t khì kā i kóng tō ē-sái, bián tshuē tuì guá tsia lâi.
你窗仔門關無好,風攏對空縫吹入來矣!	Lí thang-á-mn̂g kuainn bô hó, hong lóng tuì khang-phāng tshue--ji̍p-lâi--ah!
你若想欲共我借錢,就愛先揣一个保家.	Lí nā siūnn-beh kā guá tsioh tsînn, tō ài sing tshuē tsi̍t ê pó-ke.
你敢講恁老師講了毋著,真正足有勇氣.	Lí kánn kóng lín lāu-su kóng liáu m̄-tio̍h, tsin-tsiànn tsiok ū ióng-khì.
你哪會遐厚禮數,路頭遐遠閣親身送來.	Lí ná ē hiah kāu-lé-sòo, lōo-thâu hiah hn̄g koh tshin-sin sàng--lâi.
你去叫遐的學生仔提拭仔共烏枋拭拭咧.	Lí khì kiò hia-ê ha̍k-sing-á the̍h tshit-á kā oo-pang tshit-tshit--leh.
你實在真匪類,物件猶未歹就想欲擲掉.	Lí si̍t-tsāi tsin huí-luī, mi̍h-kiānn iáu-buē pháinn tō siūnn-beh tàn-tiāu.
你毋好閣共伊刺激矣,我驚伊會袂堪得.	Lí m̄-hó koh kā i tshì-kik--ah, guá kiann i ē bē-kham--tit.
你莫看彼个囡仔乖乖仔,其實伊真鬼精.	Lí mài khuànn hit ê gín-á kuai-kuai--á, kî-si̍t i tsin kuí-tsiann.
你家己做毋著閣敢來唱聲,我無咧驚你.	Lí ka-kī tsò m̄-tio̍h koh kánn lâi tshiàng-siann, guá bô teh kiann--lí.
你的腹肚哪會遐爾大圈?愛較捷運動咧!	Lí ê pak-tóo ná ē hiah-nī tuā khian? Ài khah tsia̍p ūn-tōng--leh!
你身軀紮遐濟錢,毋通現出來予人看著.	Lí sin-khu tsah hiah tsē tsînn, m̄-thang hiàn tshut-lâi hōo lâng khuànn--tio̍h.
你莫看伊瘦,伊瘦罔瘦,猶閣誠有牽挽.	Lí mài khuànn i sán, i sán bóng sán, iáu-koh tsiânn ū khan-bán.
你先去食飯,賰的工課我紲落去做就好.	Lí sing khì tsia̍h-pn̄g, tshun ê khang-khuè guá suà-lo̍h-khì tsò tō hó.
你無為家己想,嘛著為囡仔的未來設想!	Lí bô uī ka-kī siūnn, mā tio̍h uī gín-á ê bī-lâi siat-sióng!
